,sighted_timestamp,city,state,country,shape,duration_seconds,duration_mins,comments,date_posted,latitude,longitude
2254,9/7/2004 04:45,providence/warwick,ri,,formation,1080.0,18+minutes,Colorful lights seen over Providence/Warwick-did you see this?  ((NUFORC Note:  We suspect Venus.  PD)),9/9/2004,41.700101000000004,-71.416167
2255,9/7/2004 12:00,lakeville,mn,us,unknown,900.0,15min,Four sperical orbs rotation counter-clockwise&#44 clockwise&#44 and stationary for about a 15min ((NUFORC Note:  Advertising lights??  PD)),9/9/2004,44.6497222,-93.2425
2256,9/7/2004 20:30,torrington,ct,us,sphere,15.0,15 seconds,Star turns to Sphere and takes off,9/9/2004,41.8005556,-73.1216667
2257,9/7/2004 21:15,fort smith,ar,us,triangle,120.0,2 minutes,Strange Very Large Trianglar Craft Floating Across the Late Evening Sky Over Fort Smith&#44 Arkansas 09/07/04,9/9/2004,35.3858333,-94.3983333
2258,9/7/2004 21:45,jackson,mi,us,formation,5.0,5 seconds,Formation of 3 lights heading SE&#44 appeared to be fast and low altitude with no noise detectable. ((NUFORC Note:  NOSS satellites?  PD)),9/9/2004,42.2458333,-84.40138890000001
2259,9/7/2004 24:00,montrose,co,us,unknown,1200.0,20 minutes,Stationary object with three pulsating lights ((NUFORC Note:  We suspect Venus.  PD)),9/9/2004,38.478333299999996,-107.87555559999998
2260,9/7/2005 01:56,los angeles,ca,us,light,120.0,2 minutes,Orange light climbs 3 minutes straight up into night sky over Los Angeles,10/11/2005,34.0522222,-118.2427778
2261,9/7/2005 02:00,big sur,ca,us,diamond,30.0,30 seconds,Large Bright Object&#44 intially stationary&#44 moves quickly across large area of sky&#44 dropping &quot;balls of light&quot;&#44 accelerates into space.,10/11/2005,36.2702778,-121.8063889
2262,9/7/2005 13:30,redmond,wa,us,other,240.0,4 minutes +,Tumbling balloon-like object&#44 very large and high&#44 square angles&#44 white.,10/11/2005,47.6741667,-122.1202778
2263,9/7/2005 14:00,williamsport,pa,us,other,3600.0,1 hour,Shape is boomerang and white with colors on bottom&#44 which takes off sideways at blinding speed while other objects are below.,10/11/2005,41.241111100000005,-77.00138890000001
2264,9/7/2005 17:00,lisle,il,us,oval,240.0,4 mins,crazy moving lite in the sky.,5/15/2006,41.8011111,-88.07472220000001
2265,9/7/2005 17:30,marlton,nj,us,other,180.0,3 minutes,Bright object in sky changes direction in a split second,10/11/2005,39.8911111,-74.92222220000001
2266,9/7/2005 18:15,oradell,nj,us,light,600.0,10 minutes,Just a few moments ago while sitting in my car&#44 I noticed a bright light. It was nearly as bright as the sun but of course very tiny in,10/11/2005,40.958611100000006,-74.0372222
2267,9/7/2005 19:04,vancouver (canada),bc,ca,cigar,180.0,3 minutes,Time I saw object:  19.04 Hours&#44 September 7th 2005. I&#39m one of those unfortunates or fortunes to see many of these things in my li,10/11/2005,49.25,-123.13333300000001
2268,9/7/2005 19:53,bethel park,pa,us,disk,300.0,about five mins,On my way home I saw this flashing light which soon was showing different colors.,10/11/2005,40.3275,-80.0397222
2269,9/7/2005 20:10,gold canyon,az,,light,900.0,15 min.,orange lights in sky,10/11/2005,33.359341,-111.45003
2270,9/7/2005 21:30,crown point,in,us,changing,120.0,2 minutes,Reddish fireball with tail/sphere over Crown Point&#44 Indiana,10/11/2005,41.4169444,-87.36527779999999
2271,9/7/2005 22:00,willoughby,oh,us,unknown,300.0,less than 5 minutes,Bright&#44 high flying&#44 quick moving object moving south to north,10/11/2005,41.6397222,-81.4066667
2272,9/7/2006 01:30,pawtucket,ri,us,sphere,15.0,15 seconds,round ball like  very bright,10/30/2006,41.8786111,-71.38305559999999
2273,9/7/2006 08:50,lewis center,oh,us,oval,60.0,1 minute,Mysterious oval in sky above all of the trees.  ((NUFORC Note:  Anonymous.  Possible hoax??  PD)),10/30/2006,40.1983333,-83.0102778
2274,9/7/2006 12:00,hudsonville,mi,us,diamond,420.0,6-7 minutes,3 diamond shaped metallic diamond shaped crafts high above hudsonville&#44 Michigan,10/30/2006,42.8708333,-85.865
2275,9/7/2006 18:20,harbor city,ca,us,cylinder,1200.0,20 minutes,Orignially&#44 party of six looked up at a low flying aircraft then all six spotted at5000 feet AGL&#44 clydrical shape with 4 dish fairings&#44,10/30/2006,33.79,-118.29694440000002
2276,9/7/2006 20:00,levittown,ny,us,cylinder,40.0,40 sec,Cylinder shape object in the sky.  ((NUFORC Note:  Probably a sighting of the International Space Station.  PD)),10/30/2006,40.7258333,-73.51472220000001
2277,9/7/2006 20:00,vancouver,wa,us,light,420.0,7 minutes,I noticed a very bright moon&#44 took out my camera and snapped a few pictures&#44 looks strange indeed. I was shaking at first but finally s,10/30/2006,45.6388889,-122.66027779999999
2278,9/7/2006 20:45,maui,hi,,light,240.0,4 minutes,Sept. 7&#44 2006 MAUI&#44 HAWAII 8:45 PM  a bright light in the sky moved left to right then shot straight up and disappeared,10/30/2006,20.798363000000002,-156.331925
2279,9/7/2006 20:45,rio rico,az,us,fireball,20.0,20 sec,5 flashing bright orange fireballs appear over Rio Rico Az&#44 7 minutes later 8 sporadic flashing light appear over Amado Az.,10/30/2006,31.471388899999997,-110.97583329999999
2280,9/7/2006 21:00,lake havasu city,az,us,light,10.0,10 sec.,this was a light that i noticed moved from north to south at a incredible speed and changed direction once in a upward motion and out o,10/30/2006,34.4838889,-114.32166670000001
2281,9/7/2007 05:30,las vegas,nv,us,light,1.0,a second,Light beam and saucer seen over strip through random picture,3/4/2008,36.175,-115.1363889
2282,9/7/2007 17:45,el paso,tx,us,oval,1200.0,20 min.,At approximately 17:45 Hrs while swimming in an outdoor pool in El Paso&#44Texas.&#44I saw a white dot that appeared to be frozen in the sky,10/8/2007,31.758611100000003,-106.4863889
2283,9/7/2007 18:00,orland park,il,us,formation,120.0,2 min,Orbs of light formation orland park il fast moving then vanishing,10/8/2007,41.6302778,-87.85388890000002
2284,9/7/2007 20:15,doyline,la,us,triangle,20.0,20 seconds,four people witness triangle shaped craft,10/8/2007,32.5355556,-93.4108333
2285,9/7/2007 21:48,siesta key,fl,us,triangle,8.0,8 seconds,Siesta Key @ Pt of Rocks sighting of one craft in a &quot;v&quot; shape with bright lights.,10/8/2007,27.301666700000002,-82.5516667
2286,9/7/2007 22:30,voluntown,ct,us,rectangle,2.0,seconds,rectangular object with 4 bands of light,10/8/2007,41.570555600000006,-71.8708333
2287,9/7/2008 00:30,pomona,ny,us,light,30.0,30 seconds,Blinking light seen in the sky near palisades pkwy exit 12 Northbound in Pomona&#44 NY,10/31/2008,41.1669444,-74.04361109999999
2288,9/7/2008 10:30,san jose,ca,us,egg,300.0,5 min,White egg object Hovered then speed off with great speed,10/31/2008,37.3394444,-121.8938889
2289,9/7/2008 17:00,macomb,mi,us,oval,180.0,3 minutes,I recently reported an object which I observed last week.  I saw the same or similar obect twice on Sunday from my living room window.,10/31/2008,42.7008333,-82.9591667
2290,9/7/2008 19:00,wake forest,nc,us,diamond,180.0,3 minutes,A UFO making strange movements and odd blinking lights,10/31/2008,35.9797222,-78.51
2291,9/7/2008 19:32,brisbane (australia),,au,rectangle,60.0,1 min,slow moving rectangle object at low altitude passed over my house&#44 with a rushing air sound.,10/31/2008,-27.471009999999996,153.024292
2292,9/7/2008 20:00,fairview,nj,us,light,60.0,1 minute,Star like object flying around the moon.,10/31/2008,40.8125,-73.9994444
2293,9/7/2008 22:15,tacoma,wa,us,triangle,600.0,10 minutes,Large triangle shaped UFO over Tacoma observed by 3,10/31/2008,47.2530556,-122.44305559999998
2294,9/7/2008 23:00,council bluffs,ia,us,triangle,120.0,two minutes,Sighted black triangle with three white lights and one red.  Hovers&#44 moves slowly&#44 turns.  Little sound.,10/31/2008,41.2619444,-95.8608333
2295,9/7/2008 23:00,oakland,me,us,fireball,60.0,1 minute,Green flash.  ((NUFORC Note:  Possible hoax?  PD)),10/31/2008,44.5402778,-69.7225
2296,9/7/2009 00:00,montrose,ca,us,circle,5.0,5 sec.,Bright circular white light heading downward for about 4 or 5 seconds then disappeared,12/12/2009,34.20638889999999,-118.2233333
2297,9/7/2009 01:00,spring hill,fl,us,circle,1080.0,15-18 minutes,Lights in Spring Hill&#44 Fl,12/12/2009,28.555555600000005,-82.4505556
2298,9/7/2009 01:30,conneaut,oh,us,light,15.0,15 sec,Northeast  Ohio dim to bright light moving west to east then going straight up at 90 degree angle very rapidly over state prison,12/12/2009,41.9475,-80.55444440000001
2299,9/7/2009 01:50,grosse pointe,mi,us,fireball,60.0,1 min,Orange Fiery orb looking object in the sky,12/12/2009,42.3861111,-82.9119444
2300,9/7/2009 06:15,chicopee,ma,us,sphere,180.0,3 mins,UFO sigting in the skies of chicopee,12/12/2009,42.148611100000004,-72.6083333
2301,9/7/2009 18:00,san jose,ca,us,light,2700.0,45 min,Do not have time&#44 just need to know if others saw it in San Jose&#44 CA. Bright Red&#44 almost blood red light&#44 moving very very slowly. I ha,12/12/2009,37.3394444,-121.8938889
2302,9/7/2009 18:45,wausau,wi,us,unknown,1200.0,20 min.,object in sky over Wausau wisconsin&#44 not a plane.,12/12/2009,44.959166700000004,-89.63
2303,9/7/2009 19:18,fairfield/bridgeport,ct,,light,360.0,about 6 minutes,Very bright light seen over Tunxis Hill from I-95 in Bridgeport and Fairfield.,12/12/2009,41.186547999999995,-73.195177
2304,9/7/2009 19:52,mountain home,ar,us,light,60.0,1 minute,Brilliant white object moving to Northeast at high altitude,12/12/2009,36.3352778,-92.385
2305,9/7/2009 20:00,wells,me,us,sphere,180.0,3 minutes,A pair of round Orange glowing craft several hundred feet in the air moving up the Maine Coastline silently.,12/12/2009,43.32194439999999,-70.58138890000001
2306,9/7/2009 20:27,colorado springs,co,us,light,60.0,1 minute,Brilliant bright light moves across the sky in Colorado Springs&#44 CO September 7&#44 2009.,12/12/2009,38.8338889,-104.8208333
2307,9/7/2009 20:45,antonito (30 miles east of my location),co,us,light,20.0,20 seconds,A very bright white light traveling west to east moving very fast but jerkily and veering slight north and then south as it went.,12/12/2009,37.0791667,-106.00805559999999
2308,9/7/2009 21:05,san jose,ca,us,light,2400.0,40 min,Bright red light over Northern California.(non aircraft),12/12/2009,37.3394444,-121.8938889
2309,9/7/2009 21:15,san jose,ca,us,light,1200.0,20 minutes,Brilliant red light sighted over San Jose.,12/12/2009,37.3394444,-121.8938889
2310,9/7/2009 21:30,ukiah,or,us,triangle,300.0,5 minutes,Large Triangle Sighting over Oregon High Desert.,2/14/2010,45.1341667,-118.9313889
2311,9/7/2009 23:30,naples,fl,us,rectangle,360.0,6 minutes,Two very bright green large flashing bars&#44 end to end&#44 wiith a space in the middle&#44 as close as 30 feet. moving&#44 and observing me.,12/12/2009,26.1416667,-81.795
2312,9/7/2010 01:00,seaside,or,us,cigar,180.0,3 minutes,2 cigar shaped crafts hoverd for 3 minutes and then merged and flew strait up in the sky and dissapeared in inmilliseconds,11/21/2010,45.993333299999996,-123.9213889
2313,9/7/2010 01:17,mountaindale,ny,,light,3600.0,1 hr,white object with red blinking lights appears every night for the last week.  ((NUFORC Note:  Star or planet&#44 we suspect.  PD)),11/21/2010,41.669204,-74.49304000000001
2314,9/7/2010 05:30,plainville,ct,us,light,25.0,25 seconds,Orbitting light dissappears then becomes two objects,11/21/2010,41.6744444,-72.85861109999999
2315,9/7/2010 06:45,lebanon,oh,us,light,60.0,1 min,i seen a light in the sky that looked like a star. the light started to move and then all of the sudden it was gone. i thought it was a,11/21/2010,39.4352778,-84.2030556
2316,9/7/2010 10:00,modesto,ca,us,circle,1800.0,30 min,bright blue light (dimming),11/21/2010,37.639166700000004,-120.99583329999999
2317,9/7/2010 19:30,chelmsford,ma,us,light,600.0,10 minutes,Bright Light over 495 in Chelmsford MA,11/21/2010,42.5997222,-71.3677778
2318,9/7/2010 20:35,portsmouth,va,us,light,120.0,2 minutes,I was coming home from picking up my dinner when I saw a bright orange-red light moving faster than anything I have ever seen. It was a,11/21/2010,36.8352778,-76.29861109999999
2319,9/7/2010 21:23,st. augustine,fl,us,circle,420.0,3-7 minutes,Saw a distant light in the east begin to move north&#44 10 minutes later a similiar object in the west is heading south,11/21/2010,29.894444399999998,-81.3147222
2320,9/7/2010 22:30,largo,fl,us,light,300.0,5 minutes,After long drawn out  thunderous echo went outside to investigate.Saw  5 then 6 lights in SW sky .,11/21/2010,27.9091667,-82.7875
2321,9/7/2010 23:00,ft. jones,ca,us,triangle,8.0,8 seconds,Large Silent Metallic Black Triangular Object,11/21/2010,41.6077778,-122.8391667
2322,9/7/2011 00:00,escondido,ca,us,light,120.0,2 minutes,Moving star light  traveling in different directions,10/10/2011,33.1191667,-117.08555559999999
2323,9/7/2011 00:22,heber city,ut,us,disk,180.0,>3 minutes,11 lights on unexplained object hovering for several seconds silently close up.,10/10/2011,40.506944399999995,-111.4125
2324,9/7/2011 02:02,nassau county,ny,us,,10.0,10 seconds,Blue light &quot;explosion&quot; as if viewed within a dome or planetarium,10/10/2011,42.5158333,-73.6105556
2325,9/7/2011 03:00,hemet,ca,us,diamond,60.0,1 min,Large Dark diamond shaped Mass floating over home,10/10/2011,33.7475,-116.9711111
2326,9/7/2011 09:00,sacramento,ca,us,triangle,900.0,15 minutes,Triangel shaped object weeving through the high rise of sacramento california makeing accute angel turns abruptly...,10/10/2011,38.5816667,-121.49333329999999
2327,9/7/2011 20:10,friendswood,tx,us,fireball,5.0,5 seconds,Large red/yellow fireball seen low in the horizon over Houston&#44 TX  area,10/10/2011,29.5291667,-95.2008333
2328,9/7/2011 20:30,saint peters,mo,us,fireball,45.0,30-45sec,2 Red Fireballs travelling North to South,10/10/2011,38.800277799999996,-90.62638890000001
2329,9/7/2011 21:00,pflugerville,tx,us,formation,10.0,10 seconds,Craft w/ 2-3 yellowish-orange lights flies slowly parallel to horizon then suddenly flies down below horizon/trees at impossible speed.,10/10/2011,30.4391667,-97.61972220000001
2330,9/7/2011 21:54,cedar lake,in,us,circle,20.0,20sec,orangish circular shaped object multiple sightings 1 craft over a few weeks,10/10/2011,41.3647222,-87.44111109999999
2331,9/7/2012 01:00,blain lake (canada),sk,,other,25200.0,7 hours,6 ufo&#39s...thought i was a gonner for sure.,9/24/2012,52.829726,-106.880179
2332,9/7/2012 01:00,walla walla,wa,us,light,5.0,5 seconds,Bright Green Light over Walla Walla&#44 WA,9/24/2012,46.0647222,-118.34194440000002
2333,9/7/2012 02:45,fort worth,tx,us,fireball,5.0,5 seconds,My wife and I were sleeping in our bedroom and around 2:45am I was suddenly woken up. I was facing a closed window in our room and the,9/24/2012,32.7252778,-97.32055559999999
2334,9/7/2012 05:20,fort riley,ks,,light,45.0,45 seconds,UFO seen on fort Riley field training by soldiers,9/24/2012,39.088346,-96.813939
2335,9/7/2012 05:30,delray beach,fl,us,sphere,3600.0,1 hr +,Globe shaped object flashing lights at random another blue light behind Stationary,9/24/2012,26.461111100000004,-80.0730556
2336,9/7/2012 14:00,conyers,ga,us,cylinder,300.0,5 min,It was following us  there is no doubt I was ment to see it myself.,5/15/2013,33.6675,-84.01777779999999
2337,9/7/2012 20:30,north tonawanda,ny,us,fireball,120.0,few minutes,Bright&#44 fast moving&#44 orange grow is the northern night sky in western New York.,9/24/2012,43.038611100000004,-78.8644444
2338,9/7/2012 20:50,delafield,wi,us,triangle,2.0,2 seconds,Solid red&#44 hovering lights in a pyramid shape south of Delafield&#44 WI.,9/24/2012,43.0608333,-88.40361109999999
2339,9/7/2012 21:30,gilbert,az,us,sphere,120.0,2 minutes,Red orb seen over the east valley (Phoenix),9/24/2012,33.3527778,-111.78833329999999
2340,9/7/2012 21:45,orleans (canada),on,ca,fireball,300.0,5 minutes,2 Orange Balls in Orleans Ontario September 7th&#44 2012,10/30/2012,45.466667,-75.516667
2341,9/7/2012 21:45,richland / pasco,wa,,fireball,300.0,5 minutes,4 orange orbs&#44 fireballs over bridge,9/24/2012,46.324555,-119.025426
2342,9/7/2012 21:46,vancouver,wa,us,triangle,240.0,about 4 minutes,UFO in Vancouver&#44 WA,9/24/2012,45.6388889,-122.66027779999999
2343,9/7/2012 22:00,slatington,pa,us,sphere,180.0,3 minutes,Orange glowing or burning sphere moving through the sky,9/24/2012,40.7483333,-75.6122222
2344,9/7/2012 22:00,stevens point,wi,us,fireball,600.0,10 minutes,2 orange lights silently pass over Stevens Point&#44 WI,9/24/2012,44.523611100000004,-89.5744444
2345,9/7/2012 23:00,brampton (canada),on,ca,light,1200.0,20 minutes,Fireball turned to small orb,9/24/2012,43.683333000000005,-79.766667
2346,9/7/2012 23:00,willow,ak,us,fireball,300.0,5 minutes,Several orange glowing balls in single line 1/4-1/2 mile apart.  West to East around Hatcher Pass,9/24/2012,61.74722220000001,-150.0375
2347,9/7/2012 23:10,knoxville,tn,us,fireball,300.0,5 minutes,5-6 balls of light floating above the Mechanicsville/Middlebrook area&#44 spotted from Alcoa Hwy,9/24/2012,35.960555600000006,-83.9208333
2348,9/7/2013 01:15,tampa,fl,us,disk,300.0,5 minutes,3 flat&#44 black&#44 disc shapes w/lights descending rapidly over interstate in FL&#44 looked like a flares or rockets.,9/9/2013,27.947222200000002,-82.45861109999998
2349,9/7/2013 02:35,placerville,co,us,fireball,15.0,15 seconds,Purplish-green object near Telluride&#44 Colorado in early morning hours.,9/30/2013,38.0166667,-108.05277779999999
2350,9/7/2013 03:45,portland,ct,us,light,2700.0,>45 minutes,Bright white light high in sky that flashed red + green lights and &quot;danced&quot; around in swift movements.,9/9/2013,41.5727778,-72.64111109999999
2351,9/7/2013 07:45,tomball,tx,us,disk,30.0,30 seconds,Disk Craft seen early in am in Tomball&#44 Texas.,9/9/2013,30.096944399999995,-95.61583329999999
2352,9/7/2013 09:45,montpelier,vt,us,circle,120.0,2 minutes,Military jets were in close proximity to a single white colored UFO,9/30/2013,44.26,-72.5758333
2353,9/7/2013 13:00,cass lake,mn,us,oval,10.0,10 seconds,High altitude and speed oval object. Disappeared quickly after spotting but have photo.,9/9/2013,47.3794444,-94.60388890000002
2354,9/7/2013 14:00,dearborn heights,mi,us,cigar,45.0,45 seconds,U.F.O Witness who sees strange craft willing to take polygraph on National T.V.,12/2/2013,42.33694439999999,-83.2733333
2355,9/7/2013 17:00,richmond,va,us,light,3600.0,1 hour,Orange/red lights moving east to west over Richmond&#39s near west end.,9/9/2013,37.553611100000005,-77.46055559999999
2356,9/7/2013 18:30,rochester,nh,us,light,120.0,2 minutes,Orange-Red Lights Over Rochester&#44 NH.,9/9/2013,43.304444399999994,-70.9761111
2357,9/7/2013 19:50,sebree,ky,us,light,20.0,20 seconds,Bright star like object appears then disappears while moving in front of airplane.,9/9/2013,37.606944399999996,-87.52861109999999
2358,9/7/2013 20:00,racine,wi,us,fireball,2.0,2 seconds,Bright orange light looked like fireball.,9/9/2013,42.726111100000004,-87.78277779999999
2359,9/7/2013 20:00,san diego/pacific beach,ca,,fireball,300.0,2-5 minutes,We saw 6-10 orange balls of light appear from western sky over ocean heading east in a line at slow&#44 consistent speed.,9/9/2013,32.802458,-117.23558500000001
2360,9/7/2013 20:15,westport,ma,,light,300.0,5 minutes,9 silent oval red lights all passed on similar trajectory from west to east then each &amp;quot;disappeared&amp;quot; at low altitude.,9/9/2013,41.638889,-71.05
2361,9/7/2013 20:22,onalaska,wi,us,fireball,600.0,10 minutes,Yellow/Orange fireball type objects flying in triangular formation hovering just north of the La Crosse&#44 WI airport over Lake Onalaska.,9/9/2013,43.88444439999999,-91.235
2362,9/7/2013 21:00,dayton,wa,us,circle,1800.0,30 minutes,Orange and white orb shaped object north of Dayton Washington.,9/9/2013,46.3238889,-117.9713889
2363,9/7/2013 21:00,peidmont,al,,light,3600.0,1 hour,moving in a quick v shape movement to return back to where I first saw it.,9/9/2013,33.924545,-85.61135
2364,9/7/2013 21:15,springfield,or,us,sphere,30.0,30 seconds,Springfield&#44 OR bright orange sphere hovering in sky over pasture.,9/9/2013,44.0463889,-123.02083329999999
2365,9/7/2013 21:16,south bend,in,us,fireball,180.0,1-3 minutes,Multiple orbs rotate and form patterns of constellations.,9/9/2013,41.6833333,-86.25
2366,9/7/2013 21:27,cumming,ga,us,unknown,90.0,90 seconds,Saw 3 bright orange lights about 30 seconds apart in the same flight pattern.,9/9/2013,34.207222200000004,-84.14027779999999
2367,9/7/2013 21:30,houston,tx,us,circle,900.0,15 minutes,Large qrange/red circle appeares and disappears in the Houston sky.,9/9/2013,29.763055600000005,-95.3630556
2368,9/7/2013 21:30,petaluma,ca,us,circle,7.0,5-7 seconds,White/Orange sphere races across San Francisco area sky.,10/23/2013,38.2325,-122.63555559999999
2369,9/7/2013 22:00,woodbury,ct,us,light,240.0,4 minutes,5 fire-orange colored spheres&#44moving quickly and without sound in Woodbury.,9/9/2013,41.544444399999996,-73.2094444
2370,9/7/2013 22:00,coventry,ri,us,circle,120.0,2 minutes,Driving on the road the car in front of me pulled to the sholder&#44 I looked up to the sky to see 5 circular shaped lights in a crescent.,9/9/2013,41.7,-71.6833333
2371,9/7/2013 22:00,ludington,mi,us,,2100.0,35 minutes,Strange bright flickering light in the W sky over Lake Michigan.  Flashing an moving both hor. and vert. extremley fast.  ((Arcturus?)),9/9/2013,43.9552778,-86.4525
2372,9/7/2013 22:30,candle lake (canada),sk,,circle,180.0,3 minutes,Bright orange round light Candle Lake,9/30/2013,53.751740000000005,-105.24971599999999
2373,9/7/2013 22:30,new orleans,la,us,light,20.0,20 seconds,Appeard from out of nowhere.,9/9/2013,29.954444399999996,-90.075
2374,9/7/2013 22:30,pinery provincial park (canada),on,,circle,600.0,7-10 minutes,At approximately 10:30 pm&#44 sitting on the beach at the Pinery Provincial Park on September 7&#44 2013 enjoying the night sky&#44 two women,9/30/2013,43.247815,-81.82188199999999
2375,9/7/2013 22:55,manchester,nh,us,circle,420.0,7 minutes,Circular green craft traveling in a repeated tight circle above cloudline.,9/9/2013,42.9955556,-71.45527779999999
2376,9/7/2013 23:00,phillipsburg,nj,us,light,300.0,5:00,Ufos in Phillipsburg NJ? I believe&#33&#33,9/9/2013,40.693611100000005,-75.1905556
2377,9/7/2013 23:00,renton,wa,us,fireball,300.0,5 minutes,Bright Red light object with no sound moved slowly overhead from North to South.,9/9/2013,47.48305560000001,-122.21583329999999
2378,9/7/2013 23:15,petaluma,ca,us,circle,10.0,7-10 seconds,Orange/white circle travels at alarming speed over San Francisco area.,9/9/2013,38.2325,-122.63555559999999
2379,9/7/2013 23:30,piscataway,nj,us,unknown,180.0,3 minutes,Glowing orange light in the night sky.,9/9/2013,40.4991667,-74.39944440000001
2380,9/8/1966 20:30,hundred,wv,us,oval,30.0,30 sec,Object traveled across hills at moderate speed illuminating tree tops as it passed.,10/31/2008,39.6836111,-80.4591667
2381,9/8/1967 15:00,hermosa beach,ca,us,cigar,120.0,1-2 minutes,5 Red Glowing Cigar Shaped Ships Sighted at Hermosa Beach in 1967,1/22/2004,33.8622222,-118.3986111
2382,9/8/1970 22:00,kirkby (merseyside) (uk/england),,gb,egg,120.0,2 minutes,WHILE TRAWLING THROUGH UFO WEB SITES I CAME ACROSS A REPORT WHICH OCCURED ON SEPTEMBER 8 1970&#44IT INVOLVED A LIGHTNING JET THAT WAS SCRA,12/7/2006,53.083332999999996,-1.266667
2383,9/8/1973 20:00,lewisburg,pa,us,triangle,180.0,3min,triangular ufo with red&#44 blue.green&#44lights,3/21/2003,40.9644444,-76.88472220000001
2384,9/8/1993 23:30,edmonton (canada),ab,ca,cigar,18000.0,4-5 hours,Lots of different ufo sightings and unexplainable pictures all in one long night.,1/16/2014,53.55,-113.5
2385,9/8/1996 00:00,seattle to tokyo (2 nwa flt 007),,,sphere,10800.0,2-3 hours,Three luminous spheres followed the 747 on the port side as the aircraft headed toward Tokyo. Notified flight attendant. Objects flew c,8/5/2001,47.60621,-122.332071
2386,9/8/1996 02:50,friedberg/hessen (germany),,,oval,70.0,01:10,UFO photographed near Frankfurt/Main,8/7/2007,50.335278,8.755
2387,9/8/1998 21:30,emory (5 mi east of),tx,us,fireball,4.0,4 sec,At 45 Degrees in NNW sky. White ball as big as pencil eraser in hand with halo at first. Bright white like sun fading in intensity unti,8/5/2001,32.874444399999994,-95.76527779999999
2388,9/8/1999 01:30,andover,ma,us,unknown,86400.0,about a day,emmited a green/white glow,10/2/1999,42.658333299999995,-71.1375
2389,9/8/1999 12:00,french village,mo,us,fireball,2.0,1-2 seconds,Looked like a metor storm.  3 falling objects about 15 minutes apart in the east/southeast sky.  They were bright&#44 white streaks of lig,9/12/1999,37.9725,-90.38972220000001
2390,9/8/1999 12:00,prairie view,il,us,light,5.0,5 seconds,Light in sky moving rapidly&#44 then disappearing,9/12/1999,42.1991667,-87.9555556
2391,9/8/1999 19:00,desert aire (mattawa),wa,us,other,1200.0,20 minutes,Very bright&#44 yellowish with flames from short tail.  Travelling horiz. East above Saddle Mountains. Second one appeared going in opposi,10/2/1999,46.679444399999994,-119.91611110000001
2392,9/8/1999 20:00,alsea,or,us,light,240.0,3-4 minutes,Report(s) explained as NOSS satellite array,4/14/2009,44.381666700000004,-123.59527779999999
2393,9/8/1999 20:57,redding airport,ca,,light,167.0,2:47,Chased light approxamentley 1400 miles in plane at mk. 3.8 for 1.8 hours,10/2/1999,40.511718,-122.29863799999998
2394,9/8/1999 21:00,alsea,or,us,formation,300.0,less than 5 min,3 satelite-like objects flying in tight formation over Oregon.,7/11/2000,44.381666700000004,-123.59527779999999
2395,9/8/1999 21:10,denver,co,us,light,900.0,15 min aprox,A star was moving&#44 grew very bright&#44 then faded out. a few minutes later  we spotted two stars moving fast&#44 North and South.  Then we s,10/2/1999,39.7391667,-104.98416670000002
2396,9/8/1999 21:45,spokane,wa,us,formation,60.0,1 minute,There were three objects flying in triangular formation at satellite altitude and light intensity.  None of the objects were traveling,9/12/1999,47.658888899999994,-117.425
2397,9/8/1999 21:58,bellingham,wa,us,triangle,10.0,10 seconds,At 9:58pm on 9/8/99 I was on the back deck smoking a cigarette and remembering what Art Bell said that enough people just don&#39t look at,9/12/1999,48.7597222,-122.48694440000001
2398,9/8/1999 22:00,albany,or,us,triangle,15.0,appox 10-15 sec,The craft was flying at approx. 200 feet with no lights on.  It had no sound at all and we were able to see it clearly.  It appeared to,9/12/1999,44.6366667,-123.10472220000001
2399,9/8/2000 03:25,greesnboro,nc,,unknown,720.0,12 minutes,i was in the car while we were going to my home and I looked out the window and I saw something unusuall so i stoped the car and i look,4/25/2002,36.072635,-79.791975
2400,9/8/2000 06:15,houston,tx,us,cylinder,120.0,1.5 -2 mins,As I went to work at 6 :15 am&#44 passing over I -10 and  the Sam Houston Beltway West&#44 South bound I saw what appeared to be an airplane,9/17/2000,29.763055600000005,-95.3630556
2401,9/8/2000 12:30,new york city,ny,us,rectangle,960.0,16 mins,New York City - 9/8/2000,9/17/2000,40.7141667,-74.0063889
2402,9/8/2000 12:30,new york city,ny,us,rectangle,900.0,15 mins,slow moving object in fast paced NYC,9/17/2000,40.7141667,-74.0063889
2403,9/8/2000 14:00,fall river,ma,us,sphere,3600.0,an hour,Ball seen above college library,9/17/2000,41.7013889,-71.1555556
2404,9/8/2000 15:30,walla walla,wa,us,cigar,600.0,ten minutes,the object was intentionatly staying at a standstill.  Every jet flying moves accross the sky&#44 we felt that this was on purpose,12/2/2000,46.0647222,-118.34194440000002
2405,9/8/2001 00:35,fort worth,tx,us,formation,30.0,30 sec.,Fast&#44 dull-white light multiplies and changes formation multiple time.,10/12/2001,32.7252778,-97.32055559999999
2406,9/8/2001 17:30,granite falls,wa,us,cigar,60.0,1 minute,Three adults were in the back yard of a home located about five miles east of Granite Falls&#44on the Mountain Loop Highway. It was about,10/12/2001,48.084166700000004,-121.9675
2407,9/8/2001 21:00,newport news,va,us,unknown,60.0,half an hour (maybe longe,odd moving object,10/12/2001,36.9786111,-76.42833329999999
